data_status,product_instance,stage_id,stage_name,synthetic_activity_value,activity_unit,emission_factor_gCO2e_per_unit,factor_status,co2e_kg
SYNTHETIC,276,4,"Screen (LCD module) [SYNTHETIC]",0.0607,"m2 panel area",222000,CITED,13.475
SYNTHETIC,276,5,"Assembly electricity [SYNTHETIC]",32.5,"kWh factory electricity",445,CITED,14.463
SYNTHETIC,276,6,"Packaging (cardboard) [SYNTHETIC]",1.03,"kg packaging material",1199.73,CITED,1.236
SYNTHETIC,276,7,"International shipping (sea, container) [SYNTHETIC]",52,"tonne-km",16.12,CITED,0.838
SYNTHETIC,276,8,"Use-phase electricity [SYNTHETIC]",168,"kWh lifetime electricity",445,CITED,74.76
SYNTHETIC,276,9,"Repair (replacement battery) [SYNTHETIC]",0.053,"kWh replacement-battery capacity",74000,CITED,3.922
SYNTHETIC,276,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.87,"kg mass processed",-1170.4,CITED,-2.189
SYNTHETIC,277,1,"Aluminium casing [SYNTHETIC]",1.031,"kg aluminium",14800,CITED,15.259
SYNTHETIC,277,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.367,"kg populated board",185714,DERIVED_FROM_CITED,68.157
SYNTHETIC,277,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0572,"kWh cell capacity",74000,CITED,4.233
SYNTHETIC,277,4,"Screen (LCD module) [SYNTHETIC]",0.062,"m2 panel area",222000,CITED,13.764
SYNTHETIC,277,5,"Assembly electricity [SYNTHETIC]",32.7,"kWh factory electricity",445,CITED,14.552
SYNTHETIC,277,6,"Packaging (cardboard) [SYNTHETIC]",0.82,"kg packaging material",1199.73,CITED,0.984
SYNTHETIC,277,7,"International shipping (sea, container) [SYNTHETIC]",55.2,"tonne-km",16.12,CITED,0.89
SYNTHETIC,277,8,"Use-phase electricity [SYNTHETIC]",186,"kWh lifetime electricity",445,CITED,82.77
SYNTHETIC,277,9,"Repair (replacement battery) [SYNTHETIC]",0.0567,"kWh replacement-battery capacity",74000,CITED,4.196
SYNTHETIC,277,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.88,"kg mass processed",-1170.4,CITED,-2.2
SYNTHETIC,278,1,"Aluminium casing [SYNTHETIC]",1.216,"kg aluminium",14800,CITED,17.997
SYNTHETIC,278,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.311,"kg populated board",185714,DERIVED_FROM_CITED,57.757
SYNTHETIC,278,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0588,"kWh cell capacity",74000,CITED,4.351
SYNTHETIC,278,4,"Screen (LCD module) [SYNTHETIC]",0.0603,"m2 panel area",222000,CITED,13.387
SYNTHETIC,278,5,"Assembly electricity [SYNTHETIC]",27.4,"kWh factory electricity",445,CITED,12.193
SYNTHETIC,278,6,"Packaging (cardboard) [SYNTHETIC]",1.02,"kg packaging material",1199.73,CITED,1.224
SYNTHETIC,278,7,"International shipping (sea, container) [SYNTHETIC]",72.1,"tonne-km",16.12,CITED,1.162
SYNTHETIC,278,8,"Use-phase electricity [SYNTHETIC]",159,"kWh lifetime electricity",445,CITED,70.755
SYNTHETIC,278,9,"Repair (replacement battery) [SYNTHETIC]",0.0677,"kWh replacement-battery capacity",74000,CITED,5.01
SYNTHETIC,278,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.7,"kg mass processed",-1170.4,CITED,-1.99
SYNTHETIC,279,1,"Aluminium casing [SYNTHETIC]",1.209,"kg aluminium",14800,CITED,17.893
SYNTHETIC,279,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.364,"kg populated board",185714,DERIVED_FROM_CITED,67.6
SYNTHETIC,279,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0568,"kWh cell capacity",74000,CITED,4.203
SYNTHETIC,279,4,"Screen (LCD module) [SYNTHETIC]",0.0625,"m2 panel area",222000,CITED,13.875
SYNTHETIC,279,5,"Assembly electricity [SYNTHETIC]",24,"kWh factory electricity",445,CITED,10.68
SYNTHETIC,279,6,"Packaging (cardboard) [SYNTHETIC]",1.29,"kg packaging material",1199.73,CITED,1.548
SYNTHETIC,279,7,"International shipping (sea, container) [SYNTHETIC]",57,"tonne-km",16.12,CITED,0.919
SYNTHETIC,279,8,"Use-phase electricity [SYNTHETIC]",131,"kWh lifetime electricity",445,CITED,58.295
SYNTHETIC,279,9,"Repair (replacement battery) [SYNTHETIC]",0.0686,"kWh replacement-battery capacity",74000,CITED,5.076
SYNTHETIC,279,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.13,"kg mass processed",-1170.4,CITED,-2.493
SYNTHETIC,280,1,"Aluminium casing [SYNTHETIC]",1.115,"kg aluminium",14800,CITED,16.502
SYNTHETIC,280,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.281,"kg populated board",185714,DERIVED_FROM_CITED,52.186
SYNTHETIC,280,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0692,"kWh cell capacity",74000,CITED,5.121
SYNTHETIC,280,4,"Screen (LCD module) [SYNTHETIC]",0.0619,"m2 panel area",222000,CITED,13.742
SYNTHETIC,280,5,"Assembly electricity [SYNTHETIC]",29.1,"kWh factory electricity",445,CITED,12.95
SYNTHETIC,280,6,"Packaging (cardboard) [SYNTHETIC]",0.82,"kg packaging material",1199.73,CITED,0.984
SYNTHETIC,280,7,"International shipping (sea, container) [SYNTHETIC]",67.9,"tonne-km",16.12,CITED,1.095
SYNTHETIC,280,8,"Use-phase electricity [SYNTHETIC]",179,"kWh lifetime electricity",445,CITED,79.655
SYNTHETIC,280,9,"Repair (replacement battery) [SYNTHETIC]",0.0588,"kWh replacement-battery capacity",74000,CITED,4.351
SYNTHETIC,280,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.87,"kg mass processed",-1170.4,CITED,-2.189
SYNTHETIC,281,1,"Aluminium casing [SYNTHETIC]",1.231,"kg aluminium",14800,CITED,18.219
SYNTHETIC,281,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.427,"kg populated board",185714,DERIVED_FROM_CITED,79.3
SYNTHETIC,281,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0641,"kWh cell capacity",74000,CITED,4.743
SYNTHETIC,281,4,"Screen (LCD module) [SYNTHETIC]",0.056,"m2 panel area",222000,CITED,12.432
SYNTHETIC,281,5,"Assembly electricity [SYNTHETIC]",32.9,"kWh factory electricity",445,CITED,14.64
SYNTHETIC,281,6,"Packaging (cardboard) [SYNTHETIC]",0.9,"kg packaging material",1199.73,CITED,1.08
SYNTHETIC,281,7,"International shipping (sea, container) [SYNTHETIC]",74.1,"tonne-km",16.12,CITED,1.194
SYNTHETIC,281,8,"Use-phase electricity [SYNTHETIC]",163,"kWh lifetime electricity",445,CITED,72.535
SYNTHETIC,281,9,"Repair (replacement battery) [SYNTHETIC]",0.0653,"kWh replacement-battery capacity",74000,CITED,4.832
SYNTHETIC,281,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.68,"kg mass processed",-1170.4,CITED,-1.966
SYNTHETIC,282,1,"Aluminium casing [SYNTHETIC]",1.186,"kg aluminium",14800,CITED,17.553
SYNTHETIC,282,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.4,"kg populated board",185714,DERIVED_FROM_CITED,74.286
SYNTHETIC,282,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0628,"kWh cell capacity",74000,CITED,4.647
SYNTHETIC,282,4,"Screen (LCD module) [SYNTHETIC]",0.0565,"m2 panel area",222000,CITED,12.543
SYNTHETIC,282,5,"Assembly electricity [SYNTHETIC]",22.5,"kWh factory electricity",445,CITED,10.012
SYNTHETIC,282,6,"Packaging (cardboard) [SYNTHETIC]",0.99,"kg packaging material",1199.73,CITED,1.188
SYNTHETIC,282,7,"International shipping (sea, container) [SYNTHETIC]",72.4,"tonne-km",16.12,CITED,1.167
SYNTHETIC,282,8,"Use-phase electricity [SYNTHETIC]",171,"kWh lifetime electricity",445,CITED,76.095
SYNTHETIC,282,9,"Repair (replacement battery) [SYNTHETIC]",0.07,"kWh replacement-battery capacity",74000,CITED,5.18
SYNTHETIC,282,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.66,"kg mass processed",-1170.4,CITED,-1.943
SYNTHETIC,283,1,"Aluminium casing [SYNTHETIC]",1.193,"kg aluminium",14800,CITED,17.656
SYNTHETIC,283,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.424,"kg populated board",185714,DERIVED_FROM_CITED,78.743
SYNTHETIC,283,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0557,"kWh cell capacity",74000,CITED,4.122
SYNTHETIC,283,4,"Screen (LCD module) [SYNTHETIC]",0.0524,"m2 panel area",222000,CITED,11.633
SYNTHETIC,283,5,"Assembly electricity [SYNTHETIC]",22.7,"kWh factory electricity",445,CITED,10.101
SYNTHETIC,283,6,"Packaging (cardboard) [SYNTHETIC]",0.96,"kg packaging material",1199.73,CITED,1.152
SYNTHETIC,283,7,"International shipping (sea, container) [SYNTHETIC]",55.8,"tonne-km",16.12,CITED,0.899
SYNTHETIC,283,8,"Use-phase electricity [SYNTHETIC]",243,"kWh lifetime electricity",445,CITED,108.135
SYNTHETIC,283,9,"Repair (replacement battery) [SYNTHETIC]",0.0526,"kWh replacement-battery capacity",74000,CITED,3.892
SYNTHETIC,283,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.06,"kg mass processed",-1170.4,CITED,-2.411
SYNTHETIC,284,1,"Aluminium casing [SYNTHETIC]",0.884,"kg aluminium",14800,CITED,13.083
SYNTHETIC,284,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.383,"kg populated board",185714,DERIVED_FROM_CITED,71.128
SYNTHETIC,284,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.062,"kWh cell capacity",74000,CITED,4.588
SYNTHETIC,284,4,"Screen (LCD module) [SYNTHETIC]",0.0545,"m2 panel area",222000,CITED,12.099
SYNTHETIC,284,5,"Assembly electricity [SYNTHETIC]",19.3,"kWh factory electricity",445,CITED,8.588
SYNTHETIC,284,6,"Packaging (cardboard) [SYNTHETIC]",0.79,"kg packaging material",1199.73,CITED,0.948
SYNTHETIC,284,7,"International shipping (sea, container) [SYNTHETIC]",76.4,"tonne-km",16.12,CITED,1.232
SYNTHETIC,284,8,"Use-phase electricity [SYNTHETIC]",176,"kWh lifetime electricity",445,CITED,78.32
SYNTHETIC,284,9,"Repair (replacement battery) [SYNTHETIC]",0.0543,"kWh replacement-battery capacity",74000,CITED,4.018
SYNTHETIC,284,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.96,"kg mass processed",-1170.4,CITED,-2.294
SYNTHETIC,285,1,"Aluminium casing [SYNTHETIC]",1.481,"kg aluminium",14800,CITED,21.919
SYNTHETIC,285,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.298,"kg populated board",185714,DERIVED_FROM_CITED,55.343
SYNTHETIC,285,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0714,"kWh cell capacity",74000,CITED,5.284
SYNTHETIC,285,4,"Screen (LCD module) [SYNTHETIC]",0.0698,"m2 panel area",222000,CITED,15.496
SYNTHETIC,285,5,"Assembly electricity [SYNTHETIC]",22.5,"kWh factory electricity",445,CITED,10.012
SYNTHETIC,285,6,"Packaging (cardboard) [SYNTHETIC]",0.95,"kg packaging material",1199.73,CITED,1.14
SYNTHETIC,285,7,"International shipping (sea, container) [SYNTHETIC]",58.8,"tonne-km",16.12,CITED,0.948
SYNTHETIC,285,8,"Use-phase electricity [SYNTHETIC]",219,"kWh lifetime electricity",445,CITED,97.455
SYNTHETIC,285,9,"Repair (replacement battery) [SYNTHETIC]",0.071,"kWh replacement-battery capacity",74000,CITED,5.254
SYNTHETIC,285,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.07,"kg mass processed",-1170.4,CITED,-2.423
SYNTHETIC,286,1,"Aluminium casing [SYNTHETIC]",1.287,"kg aluminium",14800,CITED,19.048
SYNTHETIC,286,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.309,"kg populated board",185714,DERIVED_FROM_CITED,57.386
SYNTHETIC,286,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0577,"kWh cell capacity",74000,CITED,4.27
SYNTHETIC,286,4,"Screen (LCD module) [SYNTHETIC]",0.0538,"m2 panel area",222000,CITED,11.944
SYNTHETIC,286,5,"Assembly electricity [SYNTHETIC]",24.2,"kWh factory electricity",445,CITED,10.769
SYNTHETIC,286,6,"Packaging (cardboard) [SYNTHETIC]",0.74,"kg packaging material",1199.73,CITED,0.888
SYNTHETIC,286,7,"International shipping (sea, container) [SYNTHETIC]",39.2,"tonne-km",16.12,CITED,0.632
SYNTHETIC,286,8,"Use-phase electricity [SYNTHETIC]",182,"kWh lifetime electricity",445,CITED,80.99
SYNTHETIC,286,9,"Repair (replacement battery) [SYNTHETIC]",0.0639,"kWh replacement-battery capacity",74000,CITED,4.729
SYNTHETIC,286,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.17,"kg mass processed",-1170.4,CITED,-2.54
SYNTHETIC,287,1,"Aluminium casing [SYNTHETIC]",1.19,"kg aluminium",14800,CITED,17.612
SYNTHETIC,287,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.355,"kg populated board",185714,DERIVED_FROM_CITED,65.928
SYNTHETIC,287,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0616,"kWh cell capacity",74000,CITED,4.558
SYNTHETIC,287,4,"Screen (LCD module) [SYNTHETIC]",0.0538,"m2 panel area",222000,CITED,11.944
SYNTHETIC,287,5,"Assembly electricity [SYNTHETIC]",21.3,"kWh factory electricity",445,CITED,9.479
SYNTHETIC,287,6,"Packaging (cardboard) [SYNTHETIC]",0.64,"kg packaging material",1199.73,CITED,0.768
SYNTHETIC,287,7,"International shipping (sea, container) [SYNTHETIC]",78.2,"tonne-km",16.12,CITED,1.261
SYNTHETIC,287,8,"Use-phase electricity [SYNTHETIC]",154,"kWh lifetime electricity",445,CITED,68.53
SYNTHETIC,287,9,"Repair (replacement battery) [SYNTHETIC]",0.0661,"kWh replacement-battery capacity",74000,CITED,4.891
SYNTHETIC,287,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2,"kg mass processed",-1170.4,CITED,-2.341
SYNTHETIC,288,1,"Aluminium casing [SYNTHETIC]",1.07,"kg aluminium",14800,CITED,15.836
SYNTHETIC,288,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.406,"kg populated board",185714,DERIVED_FROM_CITED,75.4
SYNTHETIC,288,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0643,"kWh cell capacity",74000,CITED,4.758
SYNTHETIC,288,4,"Screen (LCD module) [SYNTHETIC]",0.0568,"m2 panel area",222000,CITED,12.61
SYNTHETIC,288,5,"Assembly electricity [SYNTHETIC]",33.5,"kWh factory electricity",445,CITED,14.908
SYNTHETIC,288,6,"Packaging (cardboard) [SYNTHETIC]",0.7,"kg packaging material",1199.73,CITED,0.84
SYNTHETIC,288,7,"International shipping (sea, container) [SYNTHETIC]",70.6,"tonne-km",16.12,CITED,1.138
SYNTHETIC,288,8,"Use-phase electricity [SYNTHETIC]",216,"kWh lifetime electricity",445,CITED,96.12
SYNTHETIC,288,9,"Repair (replacement battery) [SYNTHETIC]",0.0595,"kWh replacement-battery capacity",74000,CITED,4.403
SYNTHETIC,288,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.9,"kg mass processed",-1170.4,CITED,-2.224
SYNTHETIC,289,1,"Aluminium casing [SYNTHETIC]",1.164,"kg aluminium",14800,CITED,17.227
SYNTHETIC,289,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.439,"kg populated board",185714,DERIVED_FROM_CITED,81.528
SYNTHETIC,289,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0617,"kWh cell capacity",74000,CITED,4.566
SYNTHETIC,289,4,"Screen (LCD module) [SYNTHETIC]",0.0571,"m2 panel area",222000,CITED,12.676
SYNTHETIC,289,5,"Assembly electricity [SYNTHETIC]",27.8,"kWh factory electricity",445,CITED,12.371
SYNTHETIC,289,6,"Packaging (cardboard) [SYNTHETIC]",0.86,"kg packaging material",1199.73,CITED,1.032
SYNTHETIC,289,7,"International shipping (sea, container) [SYNTHETIC]",67.7,"tonne-km",16.12,CITED,1.091
SYNTHETIC,289,8,"Use-phase electricity [SYNTHETIC]",140,"kWh lifetime electricity",445,CITED,62.3
SYNTHETIC,289,9,"Repair (replacement battery) [SYNTHETIC]",0.0605,"kWh replacement-battery capacity",74000,CITED,4.477
SYNTHETIC,289,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.01,"kg mass processed",-1170.4,CITED,-2.353
SYNTHETIC,290,1,"Aluminium casing [SYNTHETIC]",0.938,"kg aluminium",14800,CITED,13.882
SYNTHETIC,290,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.307,"kg populated board",185714,DERIVED_FROM_CITED,57.014
SYNTHETIC,290,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0454,"kWh cell capacity",74000,CITED,3.36
SYNTHETIC,290,4,"Screen (LCD module) [SYNTHETIC]",0.0541,"m2 panel area",222000,CITED,12.01
SYNTHETIC,290,5,"Assembly electricity [SYNTHETIC]",27.8,"kWh factory electricity",445,CITED,12.371
SYNTHETIC,290,6,"Packaging (cardboard) [SYNTHETIC]",0.97,"kg packaging material",1199.73,CITED,1.164
SYNTHETIC,290,7,"International shipping (sea, container) [SYNTHETIC]",69.2,"tonne-km",16.12,CITED,1.116
SYNTHETIC,290,8,"Use-phase electricity [SYNTHETIC]",165,"kWh lifetime electricity",445,CITED,73.425
SYNTHETIC,290,9,"Repair (replacement battery) [SYNTHETIC]",0.0664,"kWh replacement-battery capacity",74000,CITED,4.914
SYNTHETIC,290,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.7,"kg mass processed",-1170.4,CITED,-1.99
SYNTHETIC,291,1,"Aluminium casing [SYNTHETIC]",1.181,"kg aluminium",14800,CITED,17.479
SYNTHETIC,291,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.323,"kg populated board",185714,DERIVED_FROM_CITED,59.986
SYNTHETIC,291,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.071,"kWh cell capacity",74000,CITED,5.254
SYNTHETIC,291,4,"Screen (LCD module) [SYNTHETIC]",0.0674,"m2 panel area",222000,CITED,14.963
SYNTHETIC,291,5,"Assembly electricity [SYNTHETIC]",24.4,"kWh factory electricity",445,CITED,10.858
SYNTHETIC,291,6,"Packaging (cardboard) [SYNTHETIC]",0.92,"kg packaging material",1199.73,CITED,1.104
SYNTHETIC,291,7,"International shipping (sea, container) [SYNTHETIC]",65,"tonne-km",16.12,CITED,1.048
SYNTHETIC,291,8,"Use-phase electricity [SYNTHETIC]",163,"kWh lifetime electricity",445,CITED,72.535
SYNTHETIC,291,9,"Repair (replacement battery) [SYNTHETIC]",0.0578,"kWh replacement-battery capacity",74000,CITED,4.277
SYNTHETIC,291,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.01,"kg mass processed",-1170.4,CITED,-2.353
SYNTHETIC,292,1,"Aluminium casing [SYNTHETIC]",1.169,"kg aluminium",14800,CITED,17.301
SYNTHETIC,292,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.323,"kg populated board",185714,DERIVED_FROM_CITED,59.986
SYNTHETIC,292,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0633,"kWh cell capacity",74000,CITED,4.684
SYNTHETIC,292,4,"Screen (LCD module) [SYNTHETIC]",0.0625,"m2 panel area",222000,CITED,13.875
SYNTHETIC,292,5,"Assembly electricity [SYNTHETIC]",17.8,"kWh factory electricity",445,CITED,7.921
SYNTHETIC,292,6,"Packaging (cardboard) [SYNTHETIC]",0.85,"kg packaging material",1199.73,CITED,1.02
SYNTHETIC,292,7,"International shipping (sea, container) [SYNTHETIC]",65.1,"tonne-km",16.12,CITED,1.049
SYNTHETIC,292,8,"Use-phase electricity [SYNTHETIC]",173,"kWh lifetime electricity",445,CITED,76.985
SYNTHETIC,292,9,"Repair (replacement battery) [SYNTHETIC]",0.0586,"kWh replacement-battery capacity",74000,CITED,4.336
SYNTHETIC,292,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.92,"kg mass processed",-1170.4,CITED,-2.247
SYNTHETIC,293,1,"Aluminium casing [SYNTHETIC]",1.082,"kg aluminium",14800,CITED,16.014
SYNTHETIC,293,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.346,"kg populated board",185714,DERIVED_FROM_CITED,64.257
SYNTHETIC,293,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0537,"kWh cell capacity",74000,CITED,3.974
SYNTHETIC,293,4,"Screen (LCD module) [SYNTHETIC]",0.0569,"m2 panel area",222000,CITED,12.632
SYNTHETIC,293,5,"Assembly electricity [SYNTHETIC]",24.5,"kWh factory electricity",445,CITED,10.902
SYNTHETIC,293,6,"Packaging (cardboard) [SYNTHETIC]",0.92,"kg packaging material",1199.73,CITED,1.104
SYNTHETIC,293,7,"International shipping (sea, container) [SYNTHETIC]",60.8,"tonne-km",16.12,CITED,0.98
SYNTHETIC,293,8,"Use-phase electricity [SYNTHETIC]",163,"kWh lifetime electricity",445,CITED,72.535
SYNTHETIC,293,9,"Repair (replacement battery) [SYNTHETIC]",0.0709,"kWh replacement-battery capacity",74000,CITED,5.247
SYNTHETIC,293,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.51,"kg mass processed",-1170.4,CITED,-1.767
SYNTHETIC,294,1,"Aluminium casing [SYNTHETIC]",0.861,"kg aluminium",14800,CITED,12.743
SYNTHETIC,294,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.437,"kg populated board",185714,DERIVED_FROM_CITED,81.157
SYNTHETIC,294,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0538,"kWh cell capacity",74000,CITED,3.981
SYNTHETIC,294,4,"Screen (LCD module) [SYNTHETIC]",0.0518,"m2 panel area",222000,CITED,11.5
SYNTHETIC,294,5,"Assembly electricity [SYNTHETIC]",24,"kWh factory electricity",445,CITED,10.68
SYNTHETIC,294,6,"Packaging (cardboard) [SYNTHETIC]",1.08,"kg packaging material",1199.73,CITED,1.296
SYNTHETIC,294,7,"International shipping (sea, container) [SYNTHETIC]",76.1,"tonne-km",16.12,CITED,1.227
SYNTHETIC,294,8,"Use-phase electricity [SYNTHETIC]",258,"kWh lifetime electricity",445,CITED,114.81
SYNTHETIC,294,9,"Repair (replacement battery) [SYNTHETIC]",0.0492,"kWh replacement-battery capacity",74000,CITED,3.641
SYNTHETIC,294,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.16,"kg mass processed",-1170.4,CITED,-2.528
SYNTHETIC,295,1,"Aluminium casing [SYNTHETIC]",1.311,"kg aluminium",14800,CITED,19.403
SYNTHETIC,295,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.265,"kg populated board",185714,DERIVED_FROM_CITED,49.214
SYNTHETIC,295,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0502,"kWh cell capacity",74000,CITED,3.715
SYNTHETIC,295,4,"Screen (LCD module) [SYNTHETIC]",0.0547,"m2 panel area",222000,CITED,12.143
SYNTHETIC,295,5,"Assembly electricity [SYNTHETIC]",28.8,"kWh factory electricity",445,CITED,12.816
SYNTHETIC,295,6,"Packaging (cardboard) [SYNTHETIC]",0.92,"kg packaging material",1199.73,CITED,1.104
SYNTHETIC,295,7,"International shipping (sea, container) [SYNTHETIC]",59.2,"tonne-km",16.12,CITED,0.954
SYNTHETIC,295,8,"Use-phase electricity [SYNTHETIC]",175,"kWh lifetime electricity",445,CITED,77.875
SYNTHETIC,295,9,"Repair (replacement battery) [SYNTHETIC]",0.0629,"kWh replacement-battery capacity",74000,CITED,4.655
SYNTHETIC,295,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.87,"kg mass processed",-1170.4,CITED,-2.189
SYNTHETIC,296,1,"Aluminium casing [SYNTHETIC]",1.359,"kg aluminium",14800,CITED,20.113
SYNTHETIC,296,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.306,"kg populated board",185714,DERIVED_FROM_CITED,56.828
SYNTHETIC,296,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0501,"kWh cell capacity",74000,CITED,3.707
SYNTHETIC,296,4,"Screen (LCD module) [SYNTHETIC]",0.0625,"m2 panel area",222000,CITED,13.875
SYNTHETIC,296,5,"Assembly electricity [SYNTHETIC]",24.7,"kWh factory electricity",445,CITED,10.992
SYNTHETIC,296,6,"Packaging (cardboard) [SYNTHETIC]",0.65,"kg packaging material",1199.73,CITED,0.78
